1	BAD	2001-01-01 00:00:00.000	0.9998
1	BAD	2001-01-02 00:00:00.000	1.000901
1	BAD	2001-01-03 00:00:00.000	0.9996002
1	BAD	2001-01-04 00:00:00.000	1
1	BAD	2001-01-05 00:00:00.000	0.9996002
1	BAD	2001-01-06 00:00:00.000	1.0005
1	BAD	2001-01-07 00:00:00.000	0.9995003
1	BAD	2001-01-08 00:00:00.000	1.0002
1	BAD	2001-01-09 00:00:00.000	0.9992006
1	BAD	2001-01-10 00:00:00.000	1.0002
1	BAD	2001-01-11 00:00:00.000	0.9996002
1	BAD	2001-01-12 00:00:00.000	1.000901
1	BAD	2001-01-13 00:00:00.000	0.9996002
1	BAD	2001-01-14 00:00:00.000	1.000801
1	BAD	2001-01-15 00:00:00.000	0.9993005
1	BAD	2001-01-16 00:00:00.000	1.001001
1	BAD	2001-01-17 00:00:00.000	0.9993005
1	BAD	2001-01-18 00:00:00.000	1.000901
1	BAD	2001-01-19 00:00:00.000	0.9999
1	BAD	2001-01-20 00:00:00.000	1.0007
1	BAD	2001-01-21 00:00:00.000	0.9996002
1	BAD	2001-01-22 00:00:00.000	1.0005
1	BAD	2001-01-23 00:00:00.000	0.9996002
1	BAD	2001-01-24 00:00:00.000	1.001001
1	BAD	2001-01-25 00:00:00.000	1
1.0004	BAD	2001-01-26 00:00:00.000	1.001101
1.0004	BAD	2001-01-27 00:00:00.000	1.0003
1.0004	BAD	2001-01-28 00:00:00.000	1.0007
1.0004	BAD	2001-01-29 00:00:00.000	0.9998
1.0004	BAD	2001-01-30 00:00:00.000	1.001001
1.0004	BAD	2001-01-31 00:00:00.000	0.9999
1.0004	BAD	2001-02-01 00:00:00.000	1.001101
1.0004	BAD	2001-02-02 00:00:00.000	0.9996002
1.0004	BAD	2001-02-03 00:00:00.000	1.001001
1.0004	BAD	2001-02-04 00:00:00.000	1.0003
1.0004	BAD	2001-02-05 00:00:00.000	1.000901
1.0004	BAD	2001-02-06 00:00:00.000	0.9996002
1.0004	BAD	2001-02-07 00:00:00.000	1.000901
1.0004	BAD	2001-02-08 00:00:00.000	1
1.0004	BAD	2001-02-09 00:00:00.000	1.0007
1.0004	BAD	2001-02-10 00:00:00.000	0.9996002
1.0004	BAD	2001-02-11 00:00:00.000	1.000901
1.0004	BAD	2001-02-12 00:00:00.000	0.9997001
1.0004	BAD	2001-02-13 00:00:00.000	1.0005
1.0001	BAD	2001-02-14 00:00:00.000	1.0001
1.0002	BAD	2001-02-15 00:00:00.000	1.001001
1.0001	BAD	2001-02-16 00:00:00.000	0.9997001
1.0001	BAD	2001-02-17 00:00:00.000	1.0002
1.0001	BAD	2001-02-18 00:00:00.000	0.9995003
1.0001	BAD	2001-02-19 00:00:00.000	1.001001
1.0001	BAD	2001-02-20 00:00:00.000	0.9999
1.0001	BAD	2001-02-21 00:00:00.000	1.0007
1.0001	BAD	2001-02-22 00:00:00.000	1
1.0001	BAD	2001-02-23 00:00:00.000	1.0001
1.0004	BAD	2001-02-24 00:00:00.000	1.0001
1.0004	BAD	2001-02-25 00:00:00.000	1.001201
1.0004	BAD	2001-02-26 00:00:00.000	1
1.0001	BAD	2001-02-27 00:00:00.000	1.0001
1.0001	BAD	2001-02-28 00:00:00.000	0.9997001
1.0001	BAD	2001-03-01 00:00:00.000	1.001001
1.0002	BAD	2001-03-02 00:00:00.000	0.9997001
1.000801	BAD	2001-03-03 00:00:00.000	1.001101
1.000801	BAD	2001-03-04 00:00:00.000	1.0004
1.000801	BAD	2001-03-05 00:00:00.000	1.001001
1.0001	BAD	2001-03-06 00:00:00.000	0.9996002
1.0001	BAD	2001-03-07 00:00:00.000	1.001001
1.0002	BAD	2001-03-08 00:00:00.000	0.9999
1.0002	BAD	2001-03-09 00:00:00.000	1.0004
1.0005	BAD	2001-03-10 00:00:00.000	0.9999
1.0005	BAD	2001-03-11 00:00:00.000	1.001001
1.0005	BAD	2001-03-12 00:00:00.000	1
1.0001	BAD	2001-03-13 00:00:00.000	1.0004
1.0002	BAD	2001-03-14 00:00:00.000	0.9999
1.0002	BAD	2001-03-15 00:00:00.000	1.001101
1.0002	BAD	2001-03-16 00:00:00.000	0.9999
1	BAD	2001-03-17 00:00:00.000	1.000901
1	BAD	2001-03-18 00:00:00.000	0.9998
1	BAD	2001-03-19 00:00:00.000	1.0003
1.0002	BAD	2001-03-20 00:00:00.000	0.9996002
1.0002	BAD	2001-03-21 00:00:00.000	1.000801
1.0002	BAD	2001-03-22 00:00:00.000	1.0001
1.0002	BAD	2001-03-23 00:00:00.000	1.001101
1.0007	BAD	2001-03-24 00:00:00.000	1.0002
1.0007	BAD	2001-03-25 00:00:00.000	1.000801
1.0007	BAD	2001-03-26 00:00:00.000	0.9996002
1.0002	BAD	2001-03-27 00:00:00.000	1.001101
1.0002	BAD	2001-03-28 00:00:00.000	1.0002
1.0002	BAD	2001-03-29 00:00:00.000	1.000801
1.0002	BAD	2001-03-30 00:00:00.000	0.9995003
1.006239	BAD	2001-03-31 00:00:00.000	1.006441
1.006239	BAD	2001-04-01 00:00:00.000	1.006036
1.006239	BAD	2001-04-02 00:00:00.000	1.00634
1.0002	BAD	2001-04-03 00:00:00.000	0.9996002
1.0002	BAD	2001-04-04 00:00:00.000	1.000801
1.0002	BAD	2001-04-05 00:00:00.000	0.9996002
1.0002	BAD	2001-04-06 00:00:00.000	1.001201
1.000801	BAD	2001-04-07 00:00:00.000	0.9997001
1.000801	BAD	2001-04-08 00:00:00.000	1.001101
1.000801	BAD	2001-04-09 00:00:00.000	0.9999
1.0002	BAD	2001-04-10 00:00:00.000	1.0002
1.0001	BAD	2001-04-11 00:00:00.000	0.9998
1.0002	BAD	2001-04-12 00:00:00.000	1.001101
1.0002	BAD	2001-04-13 00:00:00.000	0.9998
1.0005	BAD	2001-04-14 00:00:00.000	1.001302
1.0005	BAD	2001-04-15 00:00:00.000	0.9996002
1.0005	BAD	2001-04-16 00:00:00.000	1.001101
1.0001	BAD	2001-04-17 00:00:00.000	0.9994004
1.0001	BAD	2001-04-18 00:00:00.000	1.0004
1.0002	BAD	2001-04-19 00:00:00.000	0.9996002
1.0002	BAD	2001-04-20 00:00:00.000	1.001101
1.0005	BAD	2001-04-21 00:00:00.000	1.0003
1.0005	BAD	2001-04-22 00:00:00.000	1.000901
1.0005	BAD	2001-04-23 00:00:00.000	1
1.0001	BAD	2001-04-24 00:00:00.000	1.0004
1.0001	BAD	2001-04-25 00:00:00.000	0.9998
1.0001	BAD	2001-04-26 00:00:00.000	1.0001
1.0001	BAD	2001-04-27 00:00:00.000	0.9996002
1.0005	BAD	2001-04-28 00:00:00.000	1.001302
1.0005	BAD	2001-04-29 00:00:00.000	0.9997001
