"Subject" "Activity" "Activity Name" "tBodyAcc.std...X" "tBodyAcc.std...Y" "tBodyAcc.std...Z" "tGravityAcc.std...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.std...Y" "tBodyAccJerk.std...Z" "tBodyGyro.std...X" "tBodyGyro.std...Y" "tBodyGyro.std...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.std...Y" "tBodyGyroJerk.std...Z" "tBodyAccMag.std.." "tGravityAccMag.std.." "tBodyAccJerkMag.std.." "tBodyGyroMag.std.." "tBodyGyroJerkMag.std.." "fBodyAcc.std...X" "fBodyAcc.std...Y" "fBodyAcc.std...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.std...Y" "fBodyAccJerk.std...Z" "fBodyGyro.std...X" "fBodyGyro.std...Y" "fBodyGyro.std...Z" "fBodyAccMag.std.." "fBodyBodyAccJerkMag.std.." "fBodyBodyGyroMag.std.." "fBodyBodyGyroJerkMag.std.." "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyAccMag.mean.." "tGravityAccMag.mean.." "tBodyAccJerkMag.mean.." "tBodyGyroMag.mean.." "tBodyGyroJerkMag.mean.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyAccMag.mean.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroJerkMag.mean.." "fBodyAcc.meanFreq...X" "fBodyAcc.meanFreq...Y" "fBodyAcc.meanFreq...Z" "fBodyAccJerk.meanFreq...X" "fBodyAccJerk.meanFreq...Y" "fBodyAccJerk.meanFreq...Z" "fBodyGyro.meanFreq...X" "fBodyGyro.meanFreq...Y" "fBodyGyro.meanFreq...Z" "fBodyAccMag.meanFreq.." "fBodyBodyAccJerkMag.meanFreq.." "fBodyBodyGyroMag.meanFreq.." "fBodyBodyGyroJerkMag.meanFreq.."
"10" "1" "WALKING" 528.056603773585 1503.24528301887 789.339622641509 1251.1320754717 1493.1320754717 1411.30188679245 1118.58490566038 1879.58490566038 593.905660377358 493.22641509434 164.566037735849 237.132075471698 337.849056603774 412.490566037736 260.452830188679 441.320754716981 441.320754716981 1960.15094339623 524.415094339623 434.377358490566 568.905660377358 921.188679245283 874.188679245283 1023.54716981132 1701.30188679245 632.433962264151 509.905660377359 248.924528301887 238.452830188679 510.11320754717 1985.07547169811 656.358490566038 418.528301886792 1514.8679245283 1709.81132075472 1723.11320754717 2441.50943396226 1495.24528301887 2255.32075471698 804.547169811321 1310.58490566038 1478.88679245283 2011.28301886792 1416.56603773585 1084.09433962264 1509.35849056604 1587.54716981132 1736.50943396226 473.528301886792 473.528301886792 472.377358490566 233.943396226415 396.754716981132 715.339622641509 1669.56603773585 725.679245283019 892.320754716981 1624.05660377358 539.415094339623 315.471698113208 327.698113207547 786.679245283019 883.754716981132 1963 482.452830188679 460.660377358491 829.77358490566 2080.33962264151 2044.30188679245 774.603773584906 949.735849056604 1817.43396226415 1132.07547169811 1295.2641509434 874.415094339623 1844.7358490566 905.528301886792 2112.33962264151 1133.75471698113
"10" "2" "WALKING_UPSTAIRS" 530.042553191489 1535.65957446809 1403.36170212766 830.808510638298 807.893617021277 491.808510638298 572.212765957447 481 864.510638297872 489.106382978723 2021.27659574468 636.340425531915 504.553191489362 653.829787234043 593.106382978723 450.829787234043 450.829787234043 425.978723404255 1144.82978723404 733.404255319149 644.595744680851 1359.36170212766 1518.57446808511 569.446808510638 531.170212765957 931.106382978723 402.531914893617 2891.34042553192 589.978723404255 500.893617021277 466.765957446808 793.404255319149 801.276595744681 1209.87234042553 1962.74468085106 1823.97872340426 1588.72340425532 1536.02127659574 1536.89361702128 713.808510638298 1383.29787234043 1273.02127659574 2209.14893617021 1527.85106382979 1108.06382978723 1393.65957446809 1760.76595744681 1533.63829787234 1361.89361702128 1361.89361702128 467.425531914894 2121.76595744681 607.276595744681 586.446808510638 1371.53191489362 539.574468085106 495.765957446808 357.68085106383 790.446808510638 561.68085106383 182.425531914894 540.021276595745 446.340425531915 532.744680851064 283.510638297872 691.808510638298 962.36170212766 1460.44680851064 820.744680851064 649.723404255319 1091.95744680851 954.914893617021 1087.72340425532 1326.04255319149 1068.51063829787 1736.82978723404 1371.3829787234 738.021276595745 1551.17021276596
"10" "3" "WALKING_DOWNSTAIRS" 2846.94736842105 1683.71052631579 411.394736842105 549.815789473684 772.105263157895 651.421052631579 2831.13157894737 971.289473684211 257.921052631579 631.421052631579 253.894736842105 1441.68421052632 476.947368421053 344.552631578947 383.631578947368 2772.92105263158 2772.92105263158 2632.63157894737 626.894736842105 424.605263157895 2837.13157894737 1475.97368421053 358.263157894737 2790.55263157895 661.631578947368 297.184210526316 675.868421052632 310.210526315789 1204.26315789474 1224.42105263158 1741.13157894737 617.684210526316 487.684210526316 1653.92105263158 1741.92105263158 1870.10526315789 1775.81578947368 1371.73684210526 2055.65789473684 997.342105263158 1254.10526315789 1508.5 1732.10526315789 1556.76315789474 1243.81578947368 1821.55263157895 1678.97368421053 1782.42105263158 2796.44736842105 2796.44736842105 2196.92105263158 1477.44736842105 321.842105263158 2779.02631578947 1599.42105263158 421.763157894737 2845.23684210526 760.263157894737 391.052631578947 772.210526315789 230.710526315789 1530.10526315789 2763.36842105263 2680.78947368421 320.394736842105 395.736842105263 979.631578947368 1775.73684210526 1868.28947368421 673.842105263158 841.289473684211 1711.23684210526 1308 1569 1061.15789473684 1682.47368421053 1657.15789473684 1785.26315789474 1478.02631578947
"10" "4" "SITTING" 2208.85185185185 1833.14814814815 2397.11111111111 2115.68518518519 1953.24074074074 2345.42592592593 2291.90740740741 2244.7962962963 2466.94444444444 2588.68518518519 2514.37037037037 2089.53703703704 2553.24074074074 2604.72222222222 2505.12962962963 2147.5 2147.5 2229 2395.77777777778 2604.53703703704 2173.57407407407 1907.57407407407 2381.5 2315.2037037037 2256.74074074074 2485.51851851852 2594.18518518519 2503.74074074074 2101.55555555556 2297.94444444444 2148.33333333333 2418.2962962963 2604 1471.90740740741 1151.5 830.907407407407 1144.24074074074 1657.38888888889 1827.7037037037 2006.72222222222 1727.77777777778 1469.35185185185 924.685185185185 1472.87037037037 1696 1896.11111111111 1308.55555555556 1630.24074074074 2179.48148148148 2179.48148148148 2444.24074074074 2234.51851851852 2642.74074074074 2246.96296296296 1940.14814814815 2441.38888888889 2342.38888888889 2287.25925925926 2443.01851851852 2511.7962962963 2530.37037037037 2160.64814814815 2086.05555555556 2242.75925925926 2450.22222222222 2612.42592592593 1751.31481481481 1653.68518518519 2005.42592592593 2004.98148148148 2129.42592592593 2131.35185185185 2261.85185185185 2039.77777777778 1431.11111111111 1859.01851851852 1859.31481481481 1422.40740740741 1953.98148148148
"10" "5" "STANDING" 1893.09090909091 1361.34090909091 2005.47727272727 2235.90909090909 1718.11363636364 1732.22727272727 1706.5 1535.54545454545 2113.59090909091 1761.09090909091 2032.09090909091 1870.5 1800.95454545455 2085.90909090909 1825.34090909091 1733.54545454545 1733.54545454545 1671.18181818182 1867.56818181818 1948.56818181818 1912.59090909091 1470.22727272727 2003.61363636364 1722.47727272727 1536.34090909091 2108.31818181818 1753.40909090909 2021.59090909091 1924.70454545455 1924.86363636364 1700.06818181818 1900.5 1951.77272727273 1540.27272727273 1368.52272727273 1314.06818181818 2138.52272727273 1408.72727272727 1896.43181818182 2009.93181818182 1720.09090909091 1392.38636363636 1146.09090909091 1387.11363636364 1707.52272727273 1122.02272727273 1473.97727272727 1360.15909090909 1715.63636363636 1715.63636363636 1806.5 1784.31818181818 1933.34090909091 1842.11363636364 1395.06818181818 2048.40909090909 1763 1592.70454545455 2102 1711.20454545455 2037.02272727273 1832.45454545455 1663.63636363636 1672.09090909091 1906.20454545455 1955.70454545455 2236.20454545455 1272.97727272727 1624.11363636364 2083.81818181818 1395.20454545455 1715 1397.56818181818 1318.65909090909 1257.68181818182 1497.45454545455 1633.06818181818 1076.34090909091 1052.18181818182
"10" "6" "LAYING" 1873.34482758621 1778.75862068966 2248.18965517241 1747.36206896552 2217.5 2292.77586206897 1819.75862068966 1976.77586206897 2198.53448275862 2209.24137931034 2040.13793103448 2253.24137931034 2084.24137931034 1901.36206896552 2236.96551724138 2007.55172413793 2007.55172413793 1823.84482758621 2057.5 1860.36206896552 1854.44827586207 1896.77586206897 2304.60344827586 1821.43103448276 1974.44827586207 2180.31034482759 2223.13793103448 2054.05172413793 2298.6724137931 2210.12068965517 1819.55172413793 2150.79310344828 1872 1468.75862068966 1036.94827586207 870.534482758621 339.758620689655 2232.48275862069 1675.29310344828 2023.63793103448 1691.94827586207 1448.1724137931 1297.91379310345 1470.94827586207 2082.3275862069 1400.62068965517 1385.44827586207 1422.12068965517 1978.10344827586 1978.10344827586 2016.36206896552 2002.03448275862 1920.75862068966 1868.13793103448 1828.96551724138 2258.96551724138 1887.8275862069 2031.48275862069 2197.46551724138 2104.31034482759 2013.24137931034 2226.22413793103 1900.70689655172 1836.51724137931 2016.91379310345 1860.86206896552 1526.94827586207 1928.55172413793 1977.44827586207 1822.60344827586 2031.22413793103 2067.1724137931 1836.98275862069 1902.37931034483 1806.3275862069 1897.46551724138 1583.48275862069 2011.55172413793 1737.31034482759
"12" "1" "WALKING" 628.54 990.22 772.12 1379.6 1283.94 1258.86 1452 924.96 611.74 878.48 589.94 638.46 445.14 593.7 589.66 457.74 457.74 1270.62 562.18 546.38 461.92 598.54 864.78 1384.86 1072.4 569.2 909.24 590.96 625.34 626.72 1298.58 641.74 523.2 1471.02 1846.3 1892.26 2592.26 275.16 711.5 747.46 1250.36 1525.68 1612.38 1439.16 1297.9 1601.7 1511.02 1520.16 686.46 686.46 450.36 678.86 590.56 1269.3 1121.84 722.92 1139.5 700.28 632.92 654.7 596.28 631.16 915.62 1359.1 573.42 579.4 912.2 2064.06 1839.04 729.24 754.84 738.84 1647.6 1667.7 1521.14 1886.18 1002.92 2127.84 1232.76
"12" "2" "WALKING_UPSTAIRS" 476.596153846154 837.865384615385 892.865384615385 939.25 869.519230769231 998.5 607.596153846154 698.365384615385 1159.65384615385 939.519230769231 797.557692307692 570.384615384615 858.019230769231 1057.07692307692 955.076923076923 444.288461538462 444.288461538462 498.846153846154 1094.42307692308 1026.38461538462 457.442307692308 751.961538461538 821.653846153846 663.288461538462 673.634615384615 1164.59615384615 878.634615384615 682.557692307692 563.365384615385 587.538461538462 498.134615384615 1043.88461538462 985 1442.92307692308 1706.34615384615 1695.32692307692 1723.73076923077 930.576923076923 803.115384615385 881.923076923077 1278.28846153846 1540.82692307692 1924.96153846154 1380.71153846154 1167.38461538462 1577.94230769231 1580.03846153846 1558.28846153846 431.826923076923 431.826923076923 860.5 548.038461538462 1106.98076923077 538.115384615385 1100.78846153846 1085.61538461538 644.653846153846 634.307692307692 1136.13461538462 797.346153846154 955.115384615385 721.846153846154 407 488.461538461538 1037.36538461538 1060.61538461538 1365.92307692308 1058.28846153846 629.288461538462 969.961538461538 1170.5 958.942307692308 1053.75 1082.57692307692 1250.94230769231 1226.65384615385 1464.48076923077 1068.61538461538 1277.28846153846
"12" "3" "WALKING_DOWNSTAIRS" 1917.82608695652 1693.23913043478 836.826086956522 822.108695652174 857.978260869565 945.608695652174 1614.60869565217 1654.13043478261 558.195652173913 531.152173913043 649.521739130435 559.869565217391 607.021739130435 452.826086956522 599.673913043478 2373.32608695652 2373.32608695652 1881.91304347826 596.804347826087 532.260869565217 1919.52173913043 1590.91304347826 964.652173913043 1251.63043478261 1574.82608695652 591.804347826087 609.217391304348 782.826086956522 674.760869565217 857.217391304348 1800.39130434783 595.108695652174 571.869565217391 1528.0652173913 1859.58695652174 1717.45652173913 2018.41304347826 417.391304347826 669.891304347826 751.021739130435 1088.9347826087 1431.9347826087 1594.89130434783 1764.21739130435 1132.67391304348 1662.84782608696 1210.08695652174 1434.13043478261 1583.5 1583.5 1114.89130434783 642.04347826087 428.152173913043 1941.47826086957 1887.19565217391 690.04347826087 1594.97826086957 1327.21739130435 510.847826086957 969.5 501.826086956522 484.086956521739 2379.67391304348 1864.5652173913 456.586956521739 458.565217391304 1018.32608695652 1677.67391304348 1934.39130434783 666.413043478261 1184.95652173913 1285.65217391304 1454.63043478261 2251.28260869565 1745.80434782609 1400.65217391304 1242.08695652174 1933.17391304348 1447.47826086957
"12" "4" "SITTING" 1840.47058823529 1513.56862745098 1812.96078431373 2067.27450980392 1642.90196078431 1503.11764705882 1691.35294117647 1679.39215686275 1988.74509803922 2120.3137254902 1932.60784313725 1851.07843137255 2004.56862745098 1924.78431372549 1874.54901960784 1707.23529411765 1707.23529411765 1683.29411764706 2000.90196078431 1980.1568627451 1854.1568627451 1618.70588235294 1814.07843137255 1710.82352941176 1684.07843137255 2019.13725490196 2133.80392156863 1937.09803921569 1893.78431372549 1896.98039215686 1703.13725490196 2053.98039215686 2004.47058823529 1500.50980392157 1221.05882352941 1412.33333333333 2211.25490196078 1573.35294117647 1821.70588235294 2140.66666666667 1563.47058823529 1492.86274509804 984.705882352941 1314.98039215686 1565.11764705882 1411.21568627451 1397.05882352941 1496.27450980392 1681.29411764706 1681.29411764706 1816.58823529412 1910.13725490196 1966.39215686275 1792 1544.76470588235 1850.49019607843 1749.64705882353 1733.70588235294 1962.35294117647 2011.09803921569 1911.88235294118 1836.41176470588 1644.94117647059 1688.80392156863 2004.80392156863 1975.25490196078 2102.74509803922 1543.11764705882 1237.17647058824 2004.43137254902 1354.43137254902 1326.66666666667 1327.07843137255 1170.64705882353 1347.78431372549 1277.19607843137 1619.74509803922 1211.21568627451 1545.3137254902
